적재_연월,대여_STATION_번호,대여_STATION_명,X축좌표,Y축좌표,대여소_설치일,대여소_폐쇄일,거치대_수,운영여부,시스템_구분
20251219,SJ-00744,세종이음학교 입구,127.3373896,36.499747,,,,운영중,
20251219,SJ-00745,"집현동_집현로77, 대왕마트 앞",127.3248837,36.491175,,,,운영중,
20251219,SJ-00746,고운동_가락마을8단지 804동 앞,127.2411848,36.5057929,,,,운영중,
20251219,SJ-00747,소담동_한국전력공사 정문,127.306256,36.483777,,,,운영중,
20251219,SJ-00748,도담동_도램마을3단지 305동 앞,127.2557448,36.5136541,,,,운영중,
20251219,SJ-00749,다정동_LH희망상가(청년세종센터),127.249279,36.493449,,,,운영중,
20251219,SJ-00750,"산울동_산울7로, 706동 앞",127.2651856,36.5323189,,,,운영중,
20251219,SJ-00751,"새롬동_새롬북로14,새뜸마을 3단지 309동 앞 ",127.2460722,36.4841824,,,,운영중,
20251219,SJ-00752,"해밀동_해밀3로 32, 해밀마을1단지 110동 인근",127.2626965,36.5251848,,,,운영중,
20251219,SJ-00753,공동캠퍼스 BRT 옆,127.329057,36.5014253,,,,미운영,
20251219,SJ-00754,조치원읍 엘리프세종아파트 104동 앞,127.2823574,36.6028354,,,,운영중,
20251219,SJ-00755,조치원읍 엘리프세종아파트 111동 앞 ,127.279915,36.602643,,,,운영중,
20251219,SJ-00756,산울동 산울마을 218동 인근,127.25402953,36.53030410,,,,운영중,
20251219,SJ-00757,"다정동 898, 오돈오리불고기 인근 ",127.2379262,36.4962431,,,,운영중,
20251219,SJ-00758,아름동 범지기마을3단지 311동 앞 ,127.2450965,36.5186154,,,,운영중,
20251219,SJ-00759,고운동 가락마을 5단지 앞 ,127.2384178,36.5060258,,,,운영중,
20251219,SJ-00760,한솔동 참샘초등학교 인근 ,127.2585021,36.4795775,,,,운영중,
20251219,SJ-00761,다정동 페스티발1,127.2487282,36.4952658,,,,미운영,
20251219,SJ-00762,"보람동 759, 강남제일타워 인근 ",127.2897338,36.477011,,,,운영중,
20251219,SJ-00763,새롬동 해피라움W인근,127.2514694,36.4865346,,,,운영중,
20251219,SJ-00764,다정동 명품한우타운 인근 ,127.2357338,36.498688,,,,운영중,
20251219,SJ-00765,다정동 가온마을 1102단지 인근 ,127.2548364,36.4924166,,,,운영중,
20251219,SJ-00766,아름동 범지기마을 11단지 인근 ,127.2501372,36.5100619,,,,운영중,
20251219,SJ-00767,해밀동 라포르테 112동 앞 ,127.273046,36.526104,,,,운영중,
20251219,SJ-00768,"소담동 한누리대로 2016, 타임빌딩 앞 ",127.2997554,36.4848432,,,,운영중,
